src/chart/Chart.java:3:	Avoid unused imports such as 'java.io.IOException'
src/chart/PieChart.java:26:	When doing a String.toLowerCase()/toUpperCase() call, use a Locale
src/chart/PieChart.java:27:	Position literals first in String comparisons
src/chart/PieChart.java:27:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:28:	Local variable 'student_id' could be declared final
src/chart/PieChart.java:28:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'student_id' is not final.
src/chart/PieChart.java:32:	Local variable 'credits_earned' could be declared final
src/chart/PieChart.java:32:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'credits_earned' is not final.
src/chart/PieChart.java:32:	Potential violation of Law of Demeter (method chain calls)
src/chart/PieChart.java:32:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:36:	Local variable 'credits_required' could be declared final
src/chart/PieChart.java:36:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'credits_required' is not final.
src/chart/PieChart.java:36:	Potential violation of Law of Demeter (method chain calls)
src/chart/PieChart.java:36:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:37:	Local variable 'labels' could be declared final
src/chart/PieChart.java:38:	Local variable 'backGroundColors' could be declared final
src/chart/PieChart.java:39:	Local variable 'data' could be declared final
src/chart/PieChart.java:40:	Local variable 'chart' could be declared final
src/chart/PieChart.java:42:	Position literals first in String comparisons
src/chart/PieChart.java:42:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:43:	Local variable 'student_id' could be declared final
src/chart/PieChart.java:43:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'student_id' is not final.
src/chart/PieChart.java:46:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:47:	Local variable 'courses_taken' could be declared final
src/chart/PieChart.java:47:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'courses_taken' is not final.
src/chart/PieChart.java:47:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:47:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:51:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:52:	Local variable 'courses_required' could be declared final
src/chart/PieChart.java:52:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'courses_required' is not final.
src/chart/PieChart.java:52:	Potential violation of Law of Demeter (method chain calls)
src/chart/PieChart.java:52:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:52:	Potential violation of Law of Demeter (object not created locally)
src/chart/PieChart.java:53:	Local variable 'labels' could be declared final
src/chart/PieChart.java:54:	Local variable 'backGroundColors' could be declared final
src/chart/PieChart.java:55:	Local variable 'data' could be declared final
src/chart/PieChart.java:56:	Local variable 'chart' could be declared final
src/chart/PieChart.java:63:	Parameter 'request' is not assigned and could be declared final
src/chart/PieChart.java:63:	publicMethodCommentRequirement Required
src/chart/PieChart.java:69:	Parameter 'request' is not assigned and could be declared final
src/chart/PieChart.java:69:	publicMethodCommentRequirement Required
src/controller/Action.java:8:	headerCommentRequirement Required
src/controller/Action.java:9:	Avoid modifiers which are implied by the context
src/controller/Action.java:9:	publicMethodCommentRequirement Required
src/controller/Controller.java:4:	Avoid unused imports such as 'java.util.Enumeration'
src/controller/Controller.java:19:	Each class should declare at least one constructor
src/controller/Controller.java:19:	headerCommentRequirement Required
src/controller/Controller.java:20:	Parameter 'request' is not assigned and could be declared final
src/controller/Controller.java:20:	Parameter 'response' is not assigned and could be declared final
src/controller/Controller.java:20:	protectedMethodCommentRequirement Required
src/controller/Controller.java:24:	Local variable 'theAction' could be declared final
src/controller/Controller.java:25:	System.out.println is used
src/controller/Controller.java:26:	Local variable 'action' could be declared final
src/controller/Controller.java:27:	Local variable 'data' could be declared final
src/controller/Controller.java:27:	Potential violation of Law of Demeter (object not created locally)
src/controller/Controller.java:28:	Local variable 'json' could be declared final
src/controller/Controller.java:29:	Local variable 'next' could be declared final
src/controller/Controller.java:33:	Avoid if (x != y) ..; else ..;
src/controller/Controller.java:33:	Potential violation of Law of Demeter (object not created locally)
src/controller/Controller.java:34:	Avoid variables with short names like rd
src/controller/Controller.java:34:	Local variable 'rd' could be declared final
src/controller/Controller.java:34:	Potential violation of Law of Demeter (object not created locally)
src/controller/Controller.java:35:	Potential violation of Law of Demeter (object not created locally)
src/controller/Controller.java:37:	Potential violation of Law of Demeter (method chain calls)
src/controller/Controller.java:41:	Parameter 'theAction' is not assigned and could be declared final
src/controller/Controller.java:42:	Local variable 'map' could be declared final
src/controller/Controller.java:43:	In J2EE, getClassLoader() might not work as expected.  Use Thread.currentThread().getContextClassLoader() instead.
src/controller/Controller.java:43:	Potential violation of Law of Demeter (method chain calls)
src/controller/Controller.java:43:	Potential violation of Law of Demeter (method chain calls)
src/controller/Controller.java:43:	Potential violation of Law of Demeter (method chain calls)
src/controller/Controller.java:44:	Local variable 'action_class' could be declared final
src/controller/Controller.java:44:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'action_class' is not final.
src/controller/Controller.java:44:	When doing a String.toLowerCase()/toUpperCase() call, use a Locale
src/controller/Controller.java:45:	Local variable 'action' could be declared final
src/controller/Controller.java:46:	System.out.println is used
src/controller/Controller.java:51:	Parameter 'request' is not assigned and could be declared final
src/controller/Controller.java:51:	Parameter 'response' is not assigned and could be declared final
src/controller/Controller.java:51:	protectedMethodCommentRequirement Required
src/controller/Controller.java:57:	Parameter 'request' is not assigned and could be declared final
src/controller/Controller.java:57:	Parameter 'response' is not assigned and could be declared final
src/controller/Controller.java:57:	protectedMethodCommentRequirement Required
src/controller/Controller.java:62:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/controller/Controller.java:62:	fieldCommentRequirement Required
src/controller/action/AddCourse.java:11:	Each class should declare at least one constructor
src/controller/action/AddCourse.java:11:	headerCommentRequirement Required
src/controller/action/AddCourse.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddCourse.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddCourse.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddCourseCategory.java:11:	Each class should declare at least one constructor
src/controller/action/AddCourseCategory.java:11:	headerCommentRequirement Required
src/controller/action/AddCourseCategory.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddCourseCategory.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddCourseCategory.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddCourseGroup.java:11:	Each class should declare at least one constructor
src/controller/action/AddCourseGroup.java:11:	headerCommentRequirement Required
src/controller/action/AddCourseGroup.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddCourseGroup.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddCourseGroup.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddCourseGroupCourse.java:11:	Each class should declare at least one constructor
src/controller/action/AddCourseGroupCourse.java:11:	headerCommentRequirement Required
src/controller/action/AddCourseGroupCourse.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddCourseGroupCourse.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddCourseGroupCourse.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddCourseProgram.java:11:	Each class should declare at least one constructor
src/controller/action/AddCourseProgram.java:11:	headerCommentRequirement Required
src/controller/action/AddCourseProgram.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddCourseProgram.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddCourseProgram.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddCourseRecommendationLabel.java:11:	Each class should declare at least one constructor
src/controller/action/AddCourseRecommendationLabel.java:11:	headerCommentRequirement Required
src/controller/action/AddCourseRecommendationLabel.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddCourseRecommendationLabel.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddCourseRecommendationLabel.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddGradeCard.java:9:	Each class should declare at least one constructor
src/controller/action/AddGradeCard.java:9:	headerCommentRequirement Required
src/controller/action/AddGradeCard.java:12:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddGradeCard.java:12:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddGradeCard.java:12:	publicMethodCommentRequirement Required
src/controller/action/AddPrerequisite.java:11:	Each class should declare at least one constructor
src/controller/action/AddPrerequisite.java:11:	headerCommentRequirement Required
src/controller/action/AddPrerequisite.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddPrerequisite.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddPrerequisite.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddProgram.java:11:	Each class should declare at least one constructor
src/controller/action/AddProgram.java:11:	headerCommentRequirement Required
src/controller/action/AddProgram.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddProgram.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddProgram.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddProgramCoordinator.java:11:	Each class should declare at least one constructor
src/controller/action/AddProgramCoordinator.java:11:	headerCommentRequirement Required
src/controller/action/AddProgramCoordinator.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddProgramCoordinator.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddProgramCoordinator.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddProgramSemesterDetail.java:11:	Each class should declare at least one constructor
src/controller/action/AddProgramSemesterDetail.java:11:	headerCommentRequirement Required
src/controller/action/AddProgramSemesterDetail.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddProgramSemesterDetail.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddProgramSemesterDetail.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddSemester.java:11:	Each class should declare at least one constructor
src/controller/action/AddSemester.java:11:	headerCommentRequirement Required
src/controller/action/AddSemester.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddSemester.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddSemester.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddSemesterCourse.java:11:	Each class should declare at least one constructor
src/controller/action/AddSemesterCourse.java:11:	headerCommentRequirement Required
src/controller/action/AddSemesterCourse.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddSemesterCourse.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddSemesterCourse.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddSlot.java:11:	Each class should declare at least one constructor
src/controller/action/AddSlot.java:11:	headerCommentRequirement Required
src/controller/action/AddSlot.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddSlot.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddSlot.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddStudent.java:10:	Each class should declare at least one constructor
src/controller/action/AddStudent.java:10:	headerCommentRequirement Required
src/controller/action/AddStudent.java:13:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddStudent.java:13:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddStudent.java:13:	publicMethodCommentRequirement Required
src/controller/action/AddStudent.java:14:	System.out.println is used
src/controller/action/AddUser.java:11:	Each class should declare at least one constructor
src/controller/action/AddUser.java:11:	headerCommentRequirement Required
src/controller/action/AddUser.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddUser.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddUser.java:14:	publicMethodCommentRequirement Required
src/controller/action/AddUserCategory.java:11:	Each class should declare at least one constructor
src/controller/action/AddUserCategory.java:11:	headerCommentRequirement Required
src/controller/action/AddUserCategory.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AddUserCategory.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AddUserCategory.java:14:	publicMethodCommentRequirement Required
src/controller/action/AllStudent.java:8:	Each class should declare at least one constructor
src/controller/action/AllStudent.java:8:	headerCommentRequirement Required
src/controller/action/AllStudent.java:11:	Parameter 'request' is not assigned and could be declared final
src/controller/action/AllStudent.java:11:	Parameter 'response' is not assigned and could be declared final
src/controller/action/AllStudent.java:11:	publicMethodCommentRequirement Required
src/controller/action/Check.java:10:	Avoid unused imports such as 'util.StudentGradeCard'
src/controller/action/Check.java:12:	Each class should declare at least one constructor
src/controller/action/Check.java:12:	headerCommentRequirement Required
src/controller/action/Check.java:15:	Parameter 'request' is not assigned and could be declared final
src/controller/action/Check.java:15:	Parameter 'response' is not assigned and could be declared final
src/controller/action/Check.java:15:	publicMethodCommentRequirement Required
src/controller/action/DeleteGradeCard.java:9:	Each class should declare at least one constructor
src/controller/action/DeleteGradeCard.java:9:	headerCommentRequirement Required
src/controller/action/DeleteGradeCard.java:12:	Parameter 'request' is not assigned and could be declared final
src/controller/action/DeleteGradeCard.java:12:	Parameter 'response' is not assigned and could be declared final
src/controller/action/DeleteGradeCard.java:12:	publicMethodCommentRequirement Required
src/controller/action/DeleteStudent.java:18:	Each class should declare at least one constructor
src/controller/action/DeleteStudent.java:21:	Parameter 'request' is not assigned and could be declared final
src/controller/action/DeleteStudent.java:21:	Parameter 'response' is not assigned and could be declared final
src/controller/action/DeleteStudent.java:21:	publicMethodCommentRequirement Required
src/controller/action/GenerateAuditByStudentId.java:11:	Each class should declare at least one constructor
src/controller/action/GenerateAuditByStudentId.java:11:	headerCommentRequirement Required
src/controller/action/GenerateAuditByStudentId.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GenerateAuditByStudentId.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GenerateAuditByStudentId.java:14:	publicMethodCommentRequirement Required
src/controller/action/GetAuditByStudentId.java:11:	Each class should declare at least one constructor
src/controller/action/GetAuditByStudentId.java:11:	headerCommentRequirement Required
src/controller/action/GetAuditByStudentId.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetAuditByStudentId.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetAuditByStudentId.java:14:	publicMethodCommentRequirement Required
src/controller/action/GetCourseCategory.java:11:	Each class should declare at least one constructor
src/controller/action/GetCourseCategory.java:11:	headerCommentRequirement Required
src/controller/action/GetCourseCategory.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetCourseCategory.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetCourseCategory.java:14:	publicMethodCommentRequirement Required
src/controller/action/GetCourseDetailsByStudentId.java:11:	Each class should declare at least one constructor
src/controller/action/GetCourseDetailsByStudentId.java:11:	headerCommentRequirement Required
src/controller/action/GetCourseDetailsByStudentId.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetCourseDetailsByStudentId.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetCourseDetailsByStudentId.java:14:	publicMethodCommentRequirement Required
src/controller/action/GetCourseWisePieChart.java:12:	Each class should declare at least one constructor
src/controller/action/GetCourseWisePieChart.java:12:	headerCommentRequirement Required
src/controller/action/GetCourseWisePieChart.java:15:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetCourseWisePieChart.java:15:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetCourseWisePieChart.java:15:	publicMethodCommentRequirement Required
src/controller/action/GetCourses.java:10:	Each class should declare at least one constructor
src/controller/action/GetCourses.java:10:	headerCommentRequirement Required
src/controller/action/GetCourses.java:13:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetCourses.java:13:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetCourses.java:13:	publicMethodCommentRequirement Required
src/controller/action/GetCourses.java:15:	A method should have only one exit point, and that should be the last statement in the method
src/controller/action/GetCourses.java:15:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetCreditWisePieChart.java:12:	Each class should declare at least one constructor
src/controller/action/GetCreditWisePieChart.java:12:	headerCommentRequirement Required
src/controller/action/GetCreditWisePieChart.java:15:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetCreditWisePieChart.java:15:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetCreditWisePieChart.java:15:	publicMethodCommentRequirement Required
src/controller/action/GetGradeCard.java:9:	Each class should declare at least one constructor
src/controller/action/GetGradeCard.java:9:	headerCommentRequirement Required
src/controller/action/GetGradeCard.java:12:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetGradeCard.java:12:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetGradeCard.java:12:	publicMethodCommentRequirement Required
src/controller/action/GetGradeCard.java:13:	Local variable 'data' could be declared final
src/controller/action/GetGradeCard.java:14:	System.err.println is used
src/controller/action/GetProgram.java:12:	Each class should declare at least one constructor
src/controller/action/GetProgram.java:12:	headerCommentRequirement Required
src/controller/action/GetProgram.java:15:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetProgram.java:15:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetProgram.java:15:	publicMethodCommentRequirement Required
src/controller/action/GetProgram.java:17:	A method should have only one exit point, and that should be the last statement in the method
src/controller/action/GetProgram.java:17:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetProgramWiseCourse.java:12:	Each class should declare at least one constructor
src/controller/action/GetProgramWiseCourse.java:12:	headerCommentRequirement Required
src/controller/action/GetProgramWiseCourse.java:15:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetProgramWiseCourse.java:15:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetProgramWiseCourse.java:15:	publicMethodCommentRequirement Required
src/controller/action/GetProgramWiseCourse.java:17:	A method should have only one exit point, and that should be the last statement in the method
src/controller/action/GetProgramWiseCourse.java:17:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetRegisteredStudentsByCourse.java:13:	Each class should declare at least one constructor
src/controller/action/GetRegisteredStudentsByCourse.java:16:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetRegisteredStudentsByCourse.java:16:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetRegisteredStudentsByCourse.java:16:	publicMethodCommentRequirement Required
src/controller/action/GetSemesterCourses.java:12:	Each class should declare at least one constructor
src/controller/action/GetSemesterCourses.java:12:	headerCommentRequirement Required
src/controller/action/GetSemesterCourses.java:15:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetSemesterCourses.java:15:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetSemesterCourses.java:15:	publicMethodCommentRequirement Required
src/controller/action/GetSemesterCoursesPrediction.java:8:	Avoid unused imports such as 'javax.print.DocFlavor.READER'
src/controller/action/GetSemesterCoursesPrediction.java:21:	Each class should declare at least one constructor
src/controller/action/GetSemesterCoursesPrediction.java:21:	The class 'GetSemesterCoursesPrediction' has a Cyclomatic Complexity of 11 (Highest = 10).
src/controller/action/GetSemesterCoursesPrediction.java:21:	The class 'GetSemesterCoursesPrediction' has a Modified Cyclomatic Complexity of 11 (Highest = 10).
src/controller/action/GetSemesterCoursesPrediction.java:21:	The class 'GetSemesterCoursesPrediction' has a Standard Cyclomatic Complexity of 11 (Highest = 10).
src/controller/action/GetSemesterCoursesPrediction.java:21:	headerCommentRequirement Required
src/controller/action/GetSemesterCoursesPrediction.java:24:	Found 'UR'-anomaly for variable 'semesterCourse' (lines '24'-'38').
src/controller/action/GetSemesterCoursesPrediction.java:24:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:24:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:24:	The method 'perform' has a Cyclomatic Complexity of 10.
src/controller/action/GetSemesterCoursesPrediction.java:24:	The method 'perform' has a Modified Cyclomatic Complexity of 10.
src/controller/action/GetSemesterCoursesPrediction.java:24:	The method 'perform' has a Standard Cyclomatic Complexity of 10.
src/controller/action/GetSemesterCoursesPrediction.java:24:	The method perform() has an NPath complexity of 3126
src/controller/action/GetSemesterCoursesPrediction.java:24:	publicMethodCommentRequirement Required
src/controller/action/GetSemesterCoursesPrediction.java:26:	Local variable 'semesterCourses' could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:28:	Found 'DD'-anomaly for variable 'labels' (lines '28'-'38').
src/controller/action/GetSemesterCoursesPrediction.java:29:	Found 'DD'-anomaly for variable 'data' (lines '29'-'56').
src/controller/action/GetSemesterCoursesPrediction.java:30:	Found 'DU'-anomaly for variable 'index' (lines '30'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:31:	Found 'DD'-anomaly for variable 'eligibility' (lines '31'-'45').
src/controller/action/GetSemesterCoursesPrediction.java:31:	Found 'DD'-anomaly for variable 'eligibility' (lines '31'-'47').
src/controller/action/GetSemesterCoursesPrediction.java:31:	Found 'DU'-anomaly for variable 'eligibility' (lines '31'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:32:	Avoid using final local variables, turn them into fields
src/controller/action/GetSemesterCoursesPrediction.java:32:	Found 'DU'-anomaly for variable 'CORE' (lines '32'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:33:	Avoid excessively long variable names like HIGHLY_RECOMMENDED
src/controller/action/GetSemesterCoursesPrediction.java:33:	Avoid using final local variables, turn them into fields
src/controller/action/GetSemesterCoursesPrediction.java:33:	Found 'DU'-anomaly for variable 'HIGHLY_RECOMMENDED' (lines '33'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:34:	Avoid using final local variables, turn them into fields
src/controller/action/GetSemesterCoursesPrediction.java:34:	Found 'DU'-anomaly for variable 'CAN_NOT_SAY' (lines '34'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:35:	Avoid using final local variables, turn them into fields
src/controller/action/GetSemesterCoursesPrediction.java:35:	Found 'DU'-anomaly for variable 'NOT_RECOMMENDED' (lines '35'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:37:	Local variable 'semesterCourse' could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:38:	Found 'DD'-anomaly for variable 'labels' (lines '38'-'38').
src/controller/action/GetSemesterCoursesPrediction.java:38:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetSemesterCoursesPrediction.java:39:	Local variable 'search' could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:41:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetSemesterCoursesPrediction.java:41:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetSemesterCoursesPrediction.java:42:	Avoid instantiating new objects inside loops
src/controller/action/GetSemesterCoursesPrediction.java:42:	Local variable 'course_category' could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:42:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'course_category' is not final.
src/controller/action/GetSemesterCoursesPrediction.java:44:	Potential violation of Law of Demeter (method chain calls)
src/controller/action/GetSemesterCoursesPrediction.java:44:	When doing a String.toLowerCase()/toUpperCase() call, use a Locale
src/controller/action/GetSemesterCoursesPrediction.java:52:	Avoid using Literals in Conditional Statements
src/controller/action/GetSemesterCoursesPrediction.java:56:	Found 'DD'-anomaly for variable 'data' (lines '56'-'57').
src/controller/action/GetSemesterCoursesPrediction.java:57:	Found 'DD'-anomaly for variable 'data' (lines '57'-'58').
src/controller/action/GetSemesterCoursesPrediction.java:58:	Found 'DD'-anomaly for variable 'data' (lines '58'-'59').
src/controller/action/GetSemesterCoursesPrediction.java:59:	Found 'DD'-anomaly for variable 'data' (lines '59'-'56').
src/controller/action/GetSemesterCoursesPrediction.java:60:	Found 'DU'-anomaly for variable 'index' (lines '60'-'66').
src/controller/action/GetSemesterCoursesPrediction.java:62:	If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation
src/controller/action/GetSemesterCoursesPrediction.java:62:	Local variable '_response' could be declared final
src/controller/action/GetSemesterCoursesPrediction.java:62:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), '_response' is not final.
src/controller/action/GetStudentDetails.java:11:	Each class should declare at least one constructor
src/controller/action/GetStudentDetails.java:11:	headerCommentRequirement Required
src/controller/action/GetStudentDetails.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/GetStudentDetails.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/GetStudentDetails.java:14:	publicMethodCommentRequirement Required
src/controller/action/LoginUser.java:11:	Each class should declare at least one constructor
src/controller/action/LoginUser.java:11:	headerCommentRequirement Required
src/controller/action/LoginUser.java:14:	Parameter 'request' is not assigned and could be declared final
src/controller/action/LoginUser.java:14:	Parameter 'response' is not assigned and could be declared final
src/controller/action/LoginUser.java:14:	publicMethodCommentRequirement Required
src/controller/action/UpdateGradeCard.java:9:	Each class should declare at least one constructor
src/controller/action/UpdateGradeCard.java:9:	headerCommentRequirement Required
